question,label
When was the third game of the Legend of Zelda series released in North America?,"{""answerText"": ""1992"", ""category"": ""videogames"", ""complexityType"": ""multihop""}"
Who flew the VF-51 in the Korean war and walked on the moon?,"{""answerText"": ""Neil Armstrong"", ""category"": ""history"", ""complexityType"": ""intersection""}"
"What is the third largest country (in area, i.e. square miles) in South America?","{""answerText"": ""Peru"", ""category"": ""geography"", ""complexityType"": ""ordinal""}"
The third Fallout game took place in which area of the United States?,"{""answerText"": ""Washington D.C."", ""category"": ""videogames"", ""complexityType"": ""ordinal""}"
Who has been awarded the most MVP awards in major sports?,"{""answerText"": ""Barry Bonds"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
Who was the youngest president of the United States?,"{""answerText"": ""Theodore Roosevelt"", ""category"": ""politics"", ""complexityType"": ""superlative""}"
What proclamation did the 16th president of the United States issue in 1863?,"{""answerText"": ""Emancipation Proclamation"", ""category"": ""history"", ""complexityType"": ""multihop""}"
Has Bono ever performed a song live with Mick Jagger?,"{""answerText"": ""Yes"", ""category"": ""music"", ""complexityType"": ""yesno""}"
Was Ronald Reagan re-elected in 1989?,"{""answerText"": ""No"", ""category"": ""politics"", ""complexityType"": ""yesno""}"
How many movies in the Deadpool franchise?,"{""answerText"": ""2"", ""category"": ""movies"", ""complexityType"": ""count""}"
"What team has a better record as of today October 8, 2021, the Pittsburgh Steelers or the Tampa Bay Buccaneers?","{""answerText"": ""Tampa Bay Buccaneers"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
How old was the lead singer of the Doors when he died?,"{""answerText"": ""27"", ""category"": ""music"", ""complexityType"": ""multihop""}"
Who is the president of Japan?,"{""answerText"": ""Shinzo Abe"", ""category"": ""politics"", ""complexityType"": ""generic""}"
Who directed the movie that's based on the first Hunger Games book?,"{""answerText"": ""Gary Ross"", ""category"": ""books"", ""complexityType"": ""multihop""}"
Was the flavor of Pop Tarts chocolate that Buddy the Elf used in his spaghetti in Elf?,"{""answerText"": ""Yes"", ""category"": ""movies"", ""complexityType"": ""yesno""}"
Which author has won the most Newbery Honors?,"{""answerText"": ""Laura Ingalls Wilder"", ""category"": ""books"", ""complexityType"": ""superlative""}"
What is the 2nd largest Island in the world?,"{""answerText"": ""New Guinea"", ""category"": ""geography"", ""complexityType"": ""ordinal""}"
Who is the youngest person to win NBA MVP?,"{""answerText"": ""Derrick Rose"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
How many stars were on the original flag of the country that declared independence from Great Britain in 1776?,"{""answerText"": ""Thirteen"", ""category"": ""history"", ""complexityType"": ""multihop""}"
How many children does the lead singer of No Doubt have?,"{""answerText"": ""3"", ""category"": ""music"", ""complexityType"": ""multihop""}"
What park is Old Faithful in?,"{""answerText"": ""Yellowstone National Park"", ""category"": ""geography"", ""complexityType"": ""generic""}"
Did The Chronic come out before 2000?,"{""answerText"": ""Yes"", ""category"": ""music"", ""complexityType"": ""comparative""}"
Who won Best Actress at the 2016 Academy Awards?,"{""answerText"": ""Brie Larson"", ""category"": ""movies"", ""complexityType"": ""generic""}"
"Which team, since joining the NBA as an expansion team in 1995 has not ever won a championship?","{""answerText"": ""Memphis Grizzlies"", ""category"": ""sports"", ""complexityType"": ""difference""}"
"Which country is closer to Canada, U.S. or Mexico?","{""answerText"": ""US"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
How old was the lead singer of Linkin Park when he died?,"{""answerText"": ""41"", ""category"": ""music"", ""complexityType"": ""multihop""}"
"In Silent Hill 2, what electronic device alerts you when a monster is near?","{""answerText"": ""Radio"", ""category"": ""videogames"", ""complexityType"": ""generic""}"
Is Kyoto the capital of Japan?,"{""answerText"": ""No"", ""category"": ""geography"", ""complexityType"": ""yesno""}"
"Was Charles Dickens's last novel ""Oliver Twist""?","{""answerText"": ""No"", ""category"": ""books"", ""complexityType"": ""yesno""}"
Which movie was directed by George Lucas and came out in 1977?,"{""answerText"": ""Star Wars"", ""category"": ""movies"", ""complexityType"": ""intersection""}"
"Which team got more gold in the 2020 Olympics, USA or China?","{""answerText"": ""USA"", ""category"": ""sports"", ""complexityType"": ""comparative""}"
Which Mario game is on the NES and doesn't feature Bowser as a villain?,"{""answerText"": ""Super Mario Bros. 2"", ""category"": ""videogames"", ""complexityType"": ""intersection""}"
How many wives did King David have?,"{""answerText"": ""8"", ""category"": ""history"", ""complexityType"": ""count""}"
Who has the most top ten hits of all time in the Billboard charts?,"{""answerText"": ""Drake"", ""category"": ""music"", ""complexityType"": ""superlative""}"
Yoshihide Suga serves as what political position in the government of Japan?,"{""answerText"": ""Prime Minister"", ""category"": ""politics"", ""complexityType"": ""generic""}"
How many studio albums has Pearl Jam released?,"{""answerText"": ""11"", ""category"": ""music"", ""complexityType"": ""count""}"
What city has Eric Johnson as it's mayor and is the city where President John F. Kennedy was assassinated?,"{""answerText"": ""Dallas"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
Which Kennedy brother did not die of an accident or assassination?,"{""answerText"": ""Edward Kennedy"", ""category"": ""history"", ""complexityType"": ""difference""}"
Which senator was the first person in space over the age of Neil Peart when he died?,"{""answerText"": ""John Glenn"", ""category"": ""politics"", ""complexityType"": ""multihop""}"
"Which river is longer, the Mississippi or the Amazon?","{""answerText"": ""Amazon"", ""category"": ""geography"", ""complexityType"": ""comparative""}"
Which state has the most members of the House?,"{""answerText"": ""California"", ""category"": ""politics"", ""complexityType"": ""superlative""}"
Has Ariana Grande ever made a song with The Weeknd?,"{""answerText"": ""Yes"", ""category"": ""music"", ""complexityType"": ""yesno""}"
Which player holds the record for most goals with the Argentinian national soccer team?,"{""answerText"": ""Lionel Messi"", ""category"": ""sports"", ""complexityType"": ""superlative""}"
Who was Tom Sawyer's best friend?,"{""answerText"": ""Huckleberry Finn"", ""category"": ""books"", ""complexityType"": ""generic""}"
Who is the antagonist in the second Resident Evil game?,"{""answerText"": ""the Super Tyrant"", ""category"": ""videogames"", ""complexityType"": ""multihop""}"
Which Steven Spielberg movie made the most money?,"{""answerText"": ""Jurassic Park"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
What Harry Potter movie made the most money?,"{""answerText"": ""Harry Potter and the Deathly Hallows"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
What's the name of the writer who penned the Pulitzer prize winning novel The Goldfinch?,"{""answerText"": ""Donna Tartt"", ""category"": ""books"", ""complexityType"": ""generic""}"
Who wrote the Junie B. Jones series?,"{""answerText"": ""Barbara Park"", ""category"": ""books"", ""complexityType"": ""generic""}"
Who was the first wife of the 43rd US president?,"{""answerText"": ""Neilia"", ""category"": ""politics"", ""complexityType"": ""multihop""}"
Who invented the first alternating current motor?,"{""answerText"": ""Nikola Tesla"", ""category"": ""history"", ""complexityType"": ""generic""}"
When did the fifth Twilight book come out?,"{""answerText"": ""2020"", ""category"": ""books"", ""complexityType"": ""ordinal""}"
What is the name of the first book in the Patternist series by Octavia East Butler?,"{""answerText"": ""Wild Seed"", ""category"": ""books"", ""complexityType"": ""generic""}"
What state in the South had the most slaves and wasn't the first state to free the slaves?,"{""answerText"": ""Virginia"", ""category"": ""history"", ""complexityType"": ""difference""}"
Which Chicago Cubs team did not fail to win the World Series in the 21st Century?,"{""answerText"": ""The 2016 Chicago Cub."", ""category"": ""history"", ""complexityType"": ""difference""}"
Did Bernie Sanders vote against the war in Iraq?,"{""answerText"": ""Yes"", ""category"": ""politics"", ""complexityType"": ""generic""}"
Did the Hatchet come out before 1960?,"{""answerText"": ""No"", ""category"": ""books"", ""complexityType"": ""comparative""}"
Is Stephen King still writing?,"{""answerText"": ""Yes"", ""category"": ""books"", ""complexityType"": ""yesno""}"
What plant is The Little Prince worried will infest his little planet?,"{""answerText"": ""Baobab"", ""category"": ""books"", ""complexityType"": ""generic""}"
Who was the first wife of King Henry VIII that he did not let live?,"{""answerText"": ""Anne Boleyn"", ""category"": ""history"", ""complexityType"": ""difference""}"
What year was the first Britney Spears' album released?,"{""answerText"": ""1999"", ""category"": ""music"", ""complexityType"": ""ordinal""}"
Which member of ZZ Top is no longer alive?,"{""answerText"": ""Dusty Hill"", ""category"": ""music"", ""complexityType"": ""difference""}"
Which US president was not white?,"{""answerText"": ""Barack Obama"", ""category"": ""politics"", ""complexityType"": ""difference""}"
Who was the first person to reach the summit of Mt. Everest?,"{""answerText"": ""Edmund Hillary"", ""category"": ""history"", ""complexityType"": ""ordinal""}"
Which city is the home of the Alamo?,"{""answerText"": ""San Antonio"", ""category"": ""geography"", ""complexityType"": ""generic""}"
Is Mario's enemy Bowser?,"{""answerText"": ""Yes"", ""category"": ""videogames"", ""complexityType"": ""yesno""}"
What player has won the most NBA Playoff MVP Awards?,"{""answerText"": ""Michael Jordan"", ""category"": ""sports"", ""complexityType"": ""generic""}"
"Which books were nominated for the 1970 Hugo Award for Best Novel, but did not win?","{""answerText"": ""Up the Line, Macroscope, Slaughterhouse-Five, Bug Jack Barron"", ""category"": ""books"", ""complexityType"": ""difference""}"
Which album by Tool came out in 1993?,"{""answerText"": ""Undertow"", ""category"": ""music"", ""complexityType"": ""intersection""}"
Who is the youngest person to win the Academy Award for Best Actor?,"{""answerText"": "" Adrien Brody"", ""category"": ""movies"", ""complexityType"": ""superlative""}"
Which state is the furthest north and has the most active volcanoes?,"{""answerText"": ""Alaska"", ""category"": ""geography"", ""complexityType"": ""intersection""}"
How many houses are there in the Harry Potter books?,"{""answerText"": ""4"", ""category"": ""books"", ""complexityType"": ""count""}"
Which Beyoncé song was nominated for Record of the Year but did not win in 2021?,"{""answerText"": ""Black Parade"", ""category"": ""music"", ""complexityType"": ""difference""}"
What is the third tallest mountain in Asia?,"{""answerText"": ""Kangchenjunga"", ""category"": ""geography"", ""complexityType"": ""ordinal""}"
Who won the Golden Globe Award for Best Television Drama Series?,"{""answerText"": ""Linda Evans"", ""category"": ""books"", ""complexityType"": ""generic""}"
What Legend of Zelda game features Groose and was released in 2011?,"{""answerText"": ""Skyward Sword"", ""category"": ""videogames"", ""complexityType"": ""intersection""}"
Who was the second vice president of the US?,"{""answerText"": ""Thomas Jefferson"", ""category"": ""politics"", ""complexityType"": ""ordinal""}"
Who was the president of the United States when the September 11 attack happened?,"{""answerText"": ""George Bush"", ""category"": ""politics"", ""complexityType"": ""multihop""}"
